Time,Distance[km],Battery SOC[%],Motor RPS,Motor RPM,Speed[km/h],Motor Torque,SOC Voltage[V],Electric_consumption_current[A],Electirc Power[W],Motor Power[W]
231,2.16893151,99.5421795,5437.10586,90.6184309,87.5294642,13.7777489,380.267487,0.788889558,8486.50622,7844.66989
232,2.19327665,99.5360657,5453.42156,90.8903593,87.7921232,16.0360096,380.257705,0.78891089,9833.12859,9157.85994
233,2.21772322,99.5294324,5481.33375,91.3555626,88.2414688,17.2445227,380.247092,0.788934037,10584.8885,9898.42379
234,2.24231665,99.5223169,5519.1034,91.9850566,88.8495049,18.4886638,380.235707,0.78895887,11390.0221,10685.6925
235,2.26705415,99.5157002,5542.35931,92.3726552,89.2238911,16.4077371,380.22512,0.788981965,10209.3554,9522.96054
236,2.29191398,99.5084938,5578.35899,92.9726499,89.8034335,18.7241353,380.21359,0.789007121,11650.1393,10937.973
237,2.31691653,99.5017195,5601.64021,93.3606702,90.178227,16.64963,380.202751,0.789030771,10459.8352,9766.71278
238,2.34202579,99.4946951,5629.50224,93.8250374,90.6267651,17.8445327,380.191512,0.789055298,11223.2461,10519.7106
239,2.3672351,99.4881993,5642.95168,94.0491946,90.8432813,15.7265308,380.181119,0.789077981,9983.7339,9293.2555
240,2.392476,99.4821645,5644.7668,94.0794467,90.8725022,14.6359067,380.171463,0.789099057,9329.14279,8651.55665
241,2.41768739,99.4768969,5628.60004,93.8100007,90.612241,12.3827875,380.163035,0.789117455,7931.63869,7298.73218
242,2.44284437,99.4711331,5625.04472,93.7507454,90.5550055,14.5418356,380.153813,0.789137589,9239.76695,8565.91634
243,2.46799851,99.4652231,5625.04028,93.7506714,90.554934,14.5501189,380.144357,0.789158235,9244.76019,8570.78889
244,2.49315268,99.4593124,5625.04939,93.7508231,90.5550806,14.5501877,380.1349,0.789178886,9244.8167,8570.8433
245,2.51830689,99.4534015,5625.05854,93.7509757,90.555228,14.5502252,380.125442,0.789199539,9244.85436,8570.87931
246,2.54346114,99.4474905,5625.0677,93.7511283,90.5553753,14.5502625,380.115985,0.789220195,9244.89194,8570.91524
247,2.5685999,99.4419244,5616.97994,93.6163324,90.4251743,13.4261381,380.107079,0.789239648,8551.33152,7897.37207
248,2.59366485,99.4371525,5590.89426,93.1815711,90.005233,11.1303192,380.099444,0.789256326,7112.28759,6516.54676
249,2.61860001,99.4325992,5561.23336,92.6872226,89.5277357,11.000296,380.092159,0.789272242,6994.97924,6406.25333
250,2.64333992,99.4295258,5498.97338,91.6495563,88.5254409,6.36581568,380.087241,0.789282986,4070.07301,3665.76225
251,2.66780671,99.4261887,5445.96291,90.7660484,87.6720498,8.32870091,380.081902,0.789294651,5233.95503,4749.85731
252,2.69206502,99.422464,5404.60259,90.0767099,87.0062091,9.26582972,380.075942,0.789307673,5758.9023,5244.16923
253,2.71617639,99.4180666,5381.36511,89.6894185,86.6321196,11.366618,380.068907,0.789323048,6983.87521,6405.48974
254,2.74018076,99.4139172,5353.36123,89.2226871,86.181298,10.1676114,380.062267,0.789337557,6236.47157,5699.99016
255,2.76408527,99.4092243,5340.07049,89.0011748,85.9673365,12.3013096,380.054759,0.789353967,7472.81623,6879.02611
256,2.78800623,99.4030885,5362.95887,89.3826479,86.3358061,16.7670306,380.044942,0.789375425,10085.638,9416.49414
257,2.81202308,99.3972755,5376.23875,89.6039792,86.5495927,14.6481188,380.035641,0.789395756,8894.91552,8246.8675
258,2.8360868,99.3915693,5386.14761,89.7691269,86.7091109,14.6810659,380.026511,0.789415716,8931.44735,8280.65057
259,2.86017902,99.3861736,5387.86453,89.7977422,86.7367508,13.5953904,380.017878,0.789434591,8303.16584,7670.73479
260,2.88422523,99.3818627,5363.30455,89.3884091,86.3413709,10.2132963,380.01098,0.789449673,6276.19374,5736.23596
261,2.90812674,99.3781673,5325.39968,88.7566614,85.731158,8.95873398,380.005068,0.789462602,5485.37238,4996.05795
262,2.93185235,99.3746266,5285.76912,88.096152,85.0931638,8.80040755,379.999403,0.78947486,5347.44722,4871.24073
263,2.95540071,99.3711696,5246.12674,87.4354457,84.4549794,8.64624584,379.993871,0.789485747,5213.68004,4750.01495
264,2.97875582,99.3681327,5198.22145,86.6370241,83.6837741,7.36412745,379.989012,0.789495312,4416.59507,4008.71048
265,3.00201834,99.3626144,5214.69629,86.9116049,83.948995,16.18518,379.980183,0.789512692,9469.54291,8838.43092
266,3.02529209,99.3588263,5186.6339,86.4438984,83.4972315,8.43518423,379.974122,0.789524625,5027.26966,4581.51154
267,3.04844521,99.3545737,5171.80383,86.1967306,83.2584891,11.6491181,379.967318,0.789538021,6850.60601,6309.04624
268,3.07153438,99.3504828,5153.62591,85.8937652,82.965851,10.4917411,379.960772,0.789550908,6167.12471,5662.25045
269,3.09453616,99.3464984,5133.81348,85.5635581,82.6468999,10.4141488,379.954397,0.789563461,6095.96732,5598.76815
270,3.11749744,99.3415767,5138.82107,85.6470178,82.7275147,13.7188394,379.946523,0.789578968,7958.92066,7382.60253
271,3.14051544,99.3361223,5156.98368,85.949728,83.0199062,14.8884072,379.937796,0.789596155,8641.04079,8040.30663
272,3.16363679,99.3302348,5185.0371,86.417285,83.4715253,16.0901417,379.928376,0.789614708,9360.21411,8736.55781
273,3.18690565,99.3238898,5222.96118,87.049353,84.0820476,17.3290461,379.918224,0.789634705,10119.9284,9478.07353
274,3.21036613,99.3170548,5270.74077,87.8456795,84.8512293,18.6056347,379.907288,0.789656249,10938.1937,10269.3928
275,3.23404641,99.3100235,5320.16013,88.6693356,85.6468089,18.7990613,379.896038,0.789678414,11155.9191,10473.4433
276,3.25794768,99.3028569,5369.57025,89.4928376,86.4422396,18.9914978,379.884571,0.789701008,11375.0788,10678.9208
277,3.28213282,99.294227,5451.58937,90.8598228,87.7626276,23.6642902,379.870763,0.789728219,14252.796,13509.6854
278,3.3066471,99.2864102,5507.81627,91.7969378,88.6677986,19.5525669,379.858256,0.789752869,11995.1363,11277.4742
279,3.33134063,99.2797415,5532.8348,92.2139134,89.0705605,16.3728032,379.847586,0.789773902,10171.6513,9486.35476
280,3.35615791,99.2725534,5568.8486,92.8141433,89.6503299,18.6856132,379.836085,0.789796575,11607.7733,10896.8603
281,3.38108678,99.2664775,5575.90695,92.9317826,89.7639592,14.3641296,379.826364,0.789815742,9053.30787,8387.32459
282,3.40599015,99.2613747,5559.70411,92.6617351,89.503117,12.0988117,379.8182,0.789831841,7662.51703,7044.05949
283,3.43074545,99.2578682,5507.37939,91.7896564,88.6607654,7.50024637,379.812589,0.789842904,4782.11544,4325.62775
284,3.4552249,99.2551395,5439.78064,90.6630107,87.5725243,6.1144332,379.808223,0.789851514,3870.3676,3483.10214
285,3.47936386,99.2533349,5353.96881,89.2328134,86.1910791,3.57085969,379.805336,0.789857208,2244.02064,2002.0607
286,3.50307434,99.2525524,5248.15524,87.469254,84.4876352,0.946824969,379.804084,0.789859677,587.577507,520.361304
287,3.52631481,99.2517364,5147.14975,85.7858291,82.8615943,1.6522525,379.802778,0.789862252,999.881048,890.577748
288,3.54927044,99.2476491,5130.72187,85.5120312,82.5971295,12.5745844,379.796238,0.78987515,7307.36897,6756.17252
289,3.57221397,99.242927,5130.69347,85.5115578,82.5966722,12.5982171,379.788683,0.789890052,7320.53246,6768.83259
290,3.59509331,99.2395187,5097.5748,84.9595801,82.0635101,8.08797341,379.78323,0.789900809,4730.43036,4317.49596
291,3.61770335,99.2384551,5008.02476,83.4670793,80.6218852,1.14349998,379.781528,0.789904166,670.19565,599.696133
292,3.64002196,99.2349696,4983.69425,83.0615709,80.2301996,10.9345834,379.775951,0.789915167,6177.54294,5706.6633
293,3.66231823,99.2303225,4990.40019,83.1733365,80.3381554,13.1693426,379.768516,0.789929836,7403.93208,6882.21264
294,3.6846242,99.2261723,4983.67507,83.0612512,80.2298908,10.9566515,379.761876,0.789942937,6189.5918,5718.15846
295,3.70683957,99.2231273,4948.7796,82.47966,79.6681247,7.53168022,379.757004,0.78995255,4263.15902,3903.18021
296,3.72892957,99.2193765,4934.12066,82.2353443,79.432137,10.7657291,379.751002,0.789964392,6015.25618,5562.65124
297,3.75098808,99.2151536,4932.53938,82.2089897,79.4066808,11.8623029,379.744246,0.789977725,6605.21487,6127.28651
298,3.7730455,99.2108724,4932.54299,82.2090498,79.4067389,11.8641905,379.737396,0.789991243,6606.23676,6128.26602
299,3.795038,99.2078656,4899.17344,81.6528907,78.869538,7.35239697,379.732585,0.790000737,4114.10021,3772.07553
300,3.81684118,99.2054881,4851.11467,80.8519111,78.0958618,6.07199131,379.728781,0.790008245,3370.24405,3084.61737
301,3.83842347,99.2032561,4801.46356,80.0243927,77.2965515,5.89253526,379.72521,0.790015294,3231.86073,2962.81439
302,3.85971815,99.2023789,4718.19027,78.6365045,75.9559731,1.19348349,379.723806,0.790018064,648.845097,589.685548
303,3.88058018,99.2022601,4610.48171,76.8413618,74.2220226,-0.430928863,379.723616,0.790018439,-189.698681,-208.056125
304,3.90095188,99.2022055,4500.66875,75.0111458,72.4541943,-0.541387539,379.723529,0.790018612,-233.734478,-255.160781
305,3.92081214,99.202262,4381.32779,73.0221299,70.5329792,-0.990487185,379.723619,0.790018433,-417.577409,-454.446984
306,3.94013677,99.2023466,4261.52514,71.025419,68.6043315,-1.10632684,379.723755,0.790018166,-453.987358,-493.71591
307,3.95894602,99.2023718,4151.24346,69.187391,66.8289575,-0.878538323,379.723795,0.790018087,-350.526001,-381.915719
308,3.97724369,99.20249,4031.88946,67.1981577,64.9075324,-1.31835519,379.723984,0.790017713,-509.636434,-556.63392
309,3.99488347,99.2030767,3854.91454,64.2485757,62.0584947,-3.46282103,379.724923,0.79001586,-1276.73922,-1397.89136
310,4.01178119,99.2034663,3703.76541,61.7294236,59.6252144,-2.60033319,379.725546,0.79001463,-913.540054,-1008.55849
311,4.02794773,99.2040493,3525.39553,58.7565921,56.7537197,-3.73784499,379.726479,0.790012789,-1245.71831,-1379.93222
312,4.04339223,99.2043725,3383.75734,56.3959556,54.4735517,-2.52454948,379.726996,0.790011768,-800.751957,-894.564614
313,4.05823153,99.2046201,3253.4704,54.2245067,52.3761222,-2.28895488,379.727392,0.790010986,-694.52863,-779.852934
314,4.07255127,99.2046879,3152.22497,52.5370828,50.7462187,-1.36789351,379.727501,0.790010772,-399.630707,-451.541959
315,4.0864445,99.2046946,3061.87952,51.0313254,49.2917889,-1.09873736,379.727511,0.790010751,-310.645939,-352.298348
316,4.10008805,99.2035105,3045.36931,50.7561551,49.0259985,5.15383569,379.725617,0.79001449,1838.11873,1643.61143
317,4.11361194,99.2030664,2999.773,49.9962166,48.2919646,0.629484921,379.724906,0.790015893,225.009486,197.743557
318,4.12681426,99.2031143,2902.53692,48.3756153,46.7266056,-1.53687448,379.724983,0.790015742,-411.276827,-467.137541
319,4.1394687,99.2034433,2755.01171,45.9168618,44.3516652,-3.29086918,379.725509,0.790014703,-840.281438,-949.42942
320,4.15120914,99.2043548,2490.82639,41.5137732,40.0986675,-7.43022557,379.726968,0.790011824,-1745.82266,-1938.0906
321,4.1616224,99.2054642,2163.93437,36.0655729,34.8361833,-9.60267842,379.728743,0.790008321,-1991.23765,-2176.03105
322,4.17094909,99.2057241,2015.35623,33.5892705,32.4442922,-3.37958855,379.729159,0.7900075,-652.623966,-713.254088
323,4.17973013,99.2057874,1913.60351,31.8933918,30.806222,-2.09259186,379.72926,0.7900073,-386.342854,-419.338858
324,4.18814552,99.2056959,1851.82015,30.8636692,29.8116002,-0.792108693,379.729113,0.790007589,-142.131561,-153.607423
325,4.19610907,99.2059032,1706.08098,28.434683,27.4654123,-3.83570669,379.729445,0.790006934,-637.839306,-685.288824
326,4.20340328,99.2060987,1556.21413,25.9369021,25.0527748,-3.89945306,379.729758,0.790006317,-591.831346,-635.47968
327,4.20972156,99.2066385,1263.33391,21.0555651,20.337831,-8.97475177,379.730622,0.790004612,-1063.32876,-1187.32392
328,4.21496568,99.2067857,1087.49742,18.1249571,17.5071204,-4.72461769,379.730857,0.790004148,-471.806665,-538.051103
329,4.21922466,99.2070187,812.720126,13.5453354,13.0836072,-8.43472555,379.73123,0.790003412,-554.852493,-717.861378
330,4.22213142,99.207129,485.208676,8.08681126,7.8111511,-10.160233,379.731406,0.790003064,-310.83181,-516.250923
331,4.2235637,99.2070517,155.365251,2.58942084,2.50115365,-10.2022453,379.731283,0.790003307,-63.1517872,-165.988604
332,4.22390978,99.2068725,7.85972056,0.130995343,0.126530023,-4.75384067,379.730996,0.790003873,-0.715604948,-3.91273419
333,4.22391597,99.2066865,1.27395434,0.0212325723,0.0205088044,0.000431389378,379.730698,0.790004461,0.000610283132,5.75508744e-05
334,4.22392167,99.2065005,1.27370698,0.0212284497,0.0205048224,0.000151813113,379.730401,0.790005048,0.000214727744,2.02491797e-05
335,4.22392736,99.2063146,1.27319767,0.0212199611,0.0204966231,0.000151743999,379.730103,0.790005635,0.000214545471,2.02318677e-05
336,4.22393306,99.2061286,1.27268855,0.0212114758,0.0204884271,0.000151683092,379.729806,0.790006223,0.000214374907,2.02156601e-05
337,4.22393875,99.2059426,1.27217963,0.0212029939,0.0204802342,0.00015162221,379.729508,0.79000681,0.000214204479,2.01994655e-05
338,4.22394443,99.2057567,1.27167092,0.0211945153,0.0204720447,0.000151561352,379.729211,0.790007397,0.000214034186,2.01832839e-05
339,4.22395012,99.2055707,1.27116241,0.0211860401,0.0204638584,0.000151500519,379.728913,0.790007984,0.000213864028,2.01671152e-05
340,4.2239558,99.2053847,1.2706541,0.0211775684,0.0204556755,0.00015143971,379.728616,0.790008572,0.000213694004,2.01509595e-05
341,4.22396148,99.2051987,1.270146,0.0211691,0.0204474957,0.000151378926,379.728318,0.790009159,0.000213524116,2.01348168e-05
342,4.22396716,99.2050128,1.2696381,0.021160635,0.0204393193,0.000151318167,379.72802,0.790009746,0.000213354362,2.0118687e-05
343,4.22397284,99.2048268,1.2691304,0.0211521734,0.0204311461,0.000151257431,379.727723,0.790010334,0.000213184742,2.01025702e-05
344,4.22397851,99.2046408,1.26862291,0.0211437152,0.0204229762,0.000151196721,379.727425,0.790010921,0.000213015257,2.00864663e-05
345,4.22398418,99.2044548,1.26811562,0.0211352603,0.0204148096,0.000151136035,379.727128,0.790011508,0.000212845907,2.00703753e-05
346,4.22416985,99.2041729,88.6635337,1.47772556,1.42735341,13.4131399,379.726677,0.790012398,335.326822,124.538637
347,4.22520748,99.2030396,394.444606,6.57407676,6.34998213,39.1458266,379.724863,0.790015977,2491.8966,1616.96309
348,4.22770867,99.2008425,724.188896,12.0698149,11.6583837,39.3221972,379.721348,0.790022916,3938.10088,2982.0729
349,4.23168425,99.1978276,1053.86226,17.5643711,16.9656434,39.5742894,379.716524,0.790032438,5176.55637,4367.42642
350,4.23713392,99.19404,1383.46408,23.0577347,22.2717514,39.9027996,379.710464,0.790044401,6454.90904,5780.95878
351,4.24402099,99.1896786,1695.0965,28.2516083,27.2885782,38.071718,379.703486,0.790058177,7310.47667,6758.1141
352,4.2522205,99.1851112,1968.80371,32.8133951,31.6948645,34.0398042,379.696178,0.790072604,7492.16177,7018.07636
353,4.26159092,99.180253,2220.42784,37.0071307,35.7456456,32.23548,379.688405,0.790087952,7959.34251,7495.47953
354,4.27184199,99.1769535,2353.65257,39.2275428,37.8903692,18.0975999,379.683126,0.790098376,4810.63217,4460.58638
355,4.28268937,99.1731822,2500.24753,41.6707922,40.250334,21.6863849,379.677091,0.790110292,6088.25309,5678.04443
356,4.29418654,99.1692625,2640.98787,44.0164645,42.516048,20.8572337,379.67082,0.790122677,6191.32059,5768.35169
357,4.30632707,99.164924,2789.6242,46.4937366,44.9088757,22.2691592,379.663878,0.790136386,6958.33356,6505.46191
358,4.31920857,99.1595028,2974.63759,49.5772932,47.8873213,26.9955073,379.655204,0.790153518,8900.86999,8409.19017
359,4.33273456,99.1558617,3065.73054,51.0955089,49.3537846,15.1211416,379.649379,0.790165025,5258.92778,4854.52988
360,4.34662188,99.1523558,3145.30936,52.4218227,50.6348875,15.3058043,379.643769,0.790176106,5450.20945,5041.36498
361,4.36081131,99.1493806,3198.31161,53.3051936,51.4881463,12.1303786,379.639009,0.79018551,4427.44415,4062.78414
362,4.37526056,99.1459754,3265.75165,54.4291942,52.5738325,14.494433,379.633561,0.790196273,5358.39207,4956.9325
363,4.39003786,99.1421918,3344.18353,55.7363921,53.8364711,15.7875309,379.627507,0.790208234,5945.45082,5528.82615
364,4.40518797,99.138029,3432.50071,57.2083451,55.2582488,17.1088686,379.620846,0.790221393,6577.9345,6149.79366
365,4.42059591,99.1355612,3451.5958,57.5265966,55.5656518,8.35644713,379.616898,0.790229196,3306.32025,3020.44004
366,4.43608848,99.1328436,3479.1485,57.9858083,56.0092101,10.6302432,379.61255,0.790237787,4211.05525,3872.97579
367,4.4516426,99.1309865,3473.81542,57.8969237,55.9233554,6.20836586,379.609578,0.790243659,2487.23096,2258.46133
368,4.4671192,99.1297485,3446.24558,57.4374263,55.4795211,3.92889017,379.607598,0.790247574,1573.81401,1417.89715
369,4.48255197,99.127402,3460.4096,57.6734934,55.7075412,9.47976597,379.603843,0.790254993,3747.73528,3435.21357
370,4.49817681,99.1234626,3533.01972,58.883662,56.876458,16.2695868,379.59754,0.79026745,6445.68675,6019.37225
371,4.51410074,99.1199281,3586.21516,59.7702527,57.732827,13.114183,379.591885,0.790278627,5312.49822,4924.99962
372,4.53016087,99.1176357,3592.11243,59.8685406,57.8277645,7.62504519,379.588217,0.790285876,3136.99242,2868.27615
373,4.54622415,99.1155044,3592.11597,59.8685995,57.8278214,7.62426236,379.584807,0.790292617,3136.67984,2867.9845
374,4.56228744,99.1133731,3592.11865,59.8686442,57.8278646,7.62426935,379.581397,0.790299357,3136.68481,2867.98927
375,4.57835074,99.1112418,3592.12134,59.868689,57.8279078,7.62427645,379.577987,0.790306098,3136.68983,2867.99409
376,4.59441406,99.1091104,3592.12402,59.8687337,57.827951,7.62428355,379.574577,0.790312839,3136.69485,2867.9989
377,4.61049497,99.1067321,3600.89496,60.0149159,57.9691502,8.74982649,379.570771,0.790320362,3596.97641,3299.4269
378,4.62665491,99.1038158,3628.36628,60.4727714,58.4113984,11.0263255,379.566105,0.790329586,4539.64966,4189.58061
379,4.64291191,99.1012895,3640.6944,60.67824,58.6098631,8.85812853,379.562063,0.790337578,3677.92322,3377.18476
380,4.65917957,99.0993165,3633.13139,60.5521898,58.4881097,6.63308425,379.558906,0.790343819,2764.65579,2523.62741
381,4.6753513,99.0981775,3596.87331,59.9478886,57.9044077,3.22397536,379.557084,0.790347422,1343.91251,1214.35446
382,4.69125335,99.0980801,3511.43682,58.523947,56.5290048,-0.765669576,379.556928,0.790347731,-251.815991,-281.549569
383,4.70673452,99.0981188,3412.03123,56.8671872,54.9287201,-1.17280965,379.55699,0.790347608,-373.839307,-419.053187
384,4.72184949,99.0978355,3350.04886,55.8341476,53.9308943,0.366808828,379.556537,0.790348504,144.936696,128.682514
385,4.7363916,99.0985328,3147.43418,52.4572363,50.6690939,-5.01428587,379.557652,0.790346298,-1481.11683,-1652.70128
386,4.74993633,99.0994143,2909.11975,48.4853292,46.8325797,-6.17913235,379.559063,0.79034351,-1685.5631,-1882.42514
387,4.76222605,99.1007006,2583.63695,43.0606159,41.592782,-9.3688887,379.561121,0.790339441,-2292.80733,-2534.82619
388,4.77316484,99.1015977,2311.18419,38.5197365,37.2066903,-7.53984062,379.562556,0.790336603,-1653.14326,-1824.84231
389,4.78289693,99.1023914,2041.45159,34.0241932,32.8643894,-7.67460586,379.563826,0.790334092,-1504.59616,-1640.67962
390,4.79140242,99.1031223,1762.16969,29.3694949,28.3683587,-8.13264395,379.564996,0.79033178,-1388.23352,-1500.74915
391,4.79861625,99.1037889,1463.34074,24.3890124,23.557649,-8.91341223,379.566062,0.790329672,-1251.53196,-1365.89739
392,4.8045917,99.1041846,1211.23704,20.187284,19.4991476,-7.3408638,379.566695,0.79032842,-829.503482,-931.118442
393,4.80928647,99.1045723,885.129669,14.7521611,14.2492951,-10.0800196,379.567316,0.790327193,-747.960833,-934.322681
394,4.81250722,99.1047337,555.326884,9.25544807,8.93995186,-10.1513918,379.567574,0.790326683,-379.889268,-590.340944
